label,text,processed_text,encoded_label
ham,I not busy juz dun wan 2 go so early.. Hee.. ,not busy juz dun wan <NUM> go so ear hee,0
ham,Rightio. 11.48 it is then. Well arent we all up bright and early this morning.,rightio <NUM><NUM> then well arent all up bright ear morn,0
ham,"Great. I'm in church now, will holla when i get out",great im church now will holla when get,0
ham,Back in brum! Thanks for putting us up and keeping us all and happy. See you soon ,back brum thank putt us up keep us all happy see soon,0
ham,I donno if they are scorable,donno scorable,0
ham,&lt;#&gt;  great loxahatchee xmas tree burning update: you can totally see stars here,ltgt great loxahatchee xma tree burn update can total see star here,0
ham,"Yes but i dont care! I need you bad, princess!",yes dont care need bad princess,0
ham,"The guy (kadeem) hasn't been selling since the break, I know one other guy but he's paranoid as fuck and doesn't like selling without me there and I can't be up there til late tonight",guy kadeem hasnt sell since break know one other guy hes paranoid fuck doesnt like sell without there cant up there til late tonight,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,Tmr then Ì_ brin lar... Aiya later i come n c lar... Mayb Ì_ neva set properly Ì_ got da help sheet wif Ì_...,tmr then ì_ brin lar aiya later come n c lar mayb ì_ neva set proper ì_ got da help sheet wif ì_,0
ham,Do u knw dis no. &lt;#&gt; ?,u knw dis no ltgt,0
ham,Then she dun believe wat?,then dun believe wat,0
ham,K..give back my thanks.,kgive back thank,0
ham,I know complain num only..bettr directly go to bsnl offc nd apply for it..,know complain num onlybettr direct go bsnl offc nd app,0
ham,Okay. I've seen it. So i should pick it on friday?,okay ive seen so should pick friday,0
ham,How much she payed. Suganya.,how much payed suganya,0
ham,Left dessert. U wan me 2 go suntec look 4 u?,left dessert u wan <NUM> go suntec look <NUM> u,0
ham,"Abeg, make profit. But its a start. Are you using it to get sponsors for the next event?",abeg make profit start us get sponsor next event,0
ham,Onum ela pa. Normal than.,onum ela pa normal than,0
ham,K.k..how is your sister kids?,kkhow sister kid,0
ham,"Cool, I'll text you when I'm on the way",cool ill text when im way,0
ham,Nope. Meanwhile she talk say make i greet you.,nope meanwhile talk say make greet,0
ham,i cant talk to you now.i will call when i can.dont keep calling.,cant talk nowi will call when candont keep call,0
ham,Anything lar...,anyth lar,0
ham,"Rose needs water, season needs change, poet needs imagination..My phone needs ur sms and i need ur lovely frndship forever....",rose need water season need change poet need imaginationmy phone need ur sms need ur love frndship forever,0
ham,"Good afternoon, babe. How goes that day ? Any job prospects yet ? I miss you, my love ... *sighs* ... :-(",good afternoon babe how goe day any job prospect yet miss love sigh,0
ham,They will pick up and drop in car.so no problem..,will pick up drop carso no problem,0
ham,S.i think he is waste for rr..,si think waste rr,0
ham,He is world famamus....,world famamu,0
ham,Is there coming friday is leave for pongal?do you get any news from your work place.,there com friday leave pongaldo get any new work place,0
ham,Lol well don't do it without me. We could have a big sale together.,lol well dont without could big sale together,0
ham,* Am on my way,way,0
ham,Eat at old airport road... But now 630 oredi... Got a lot of pple...,eat old airport road now <NUM> oredi got lot pple,0
ham,"sry can't talk on phone, with parents",sry cant talk phone parent,0
spam,"Final Chance! Claim ur å£150 worth of discount vouchers today! Text YES to 85023 now! SavaMob, member offers mobile! T Cs SavaMob POBOX84, M263UZ. å£3.00 Subs 16",final chance claim ur å<NUM> worth discount voucher today text yes <NUM> now savamob member offer mobile t cs savamob pobox<NUM> m<NUM>uz å<NUM><NUM> sub <NUM>,1
ham,Ok lor wat time Ì_ finish?,ok lor wat time ì_ finish,0
ham,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess like make love ltgt tim per night hope that not problem,0
ham,Mm i am on the way to railway,mm way railway,0
ham,i dnt wnt to tlk wid u,dnt wnt tlk wid u,0
ham,"I'm done. I'm sorry. I hope your next space gives you everything you want. Remember all the furniture is yours. If i'm not around when you move it, just lock all the locks and leave the key with jenne.",im done im sorry hope next space giv everyth want remember all furniture your im not around when move just lock all lock leave key jenne,0
ham,Not yet. Just i'd like to keep in touch and it will be the easiest way to do that from barcelona. By the way how ru and how is the house?,not yet just id like keep touch will easiest way barcelona way how ru how house,0
spam,"Sppok up ur mob with a Halloween collection of nokia logo&pic message plus a FREE eerie tone, txt CARD SPOOK to 8007",sppok up ur mob halloween collection nokia logopic message plu free eerie tone txt card spook <NUM>,1
spam,"Urgent! call 09066612661 from landline. Your complementary 4* Tenerife Holiday or å£10,000 cash await collection SAE T&Cs PO Box 3 WA14 2PX 150ppm 18+ Sender: Hol Offer",urgent call <NUM> landline complementary <NUM> tenerife holiday å<NUM><NUM> cash await collection sae tcs po box <NUM> wa<NUM> <NUM>px <NUM>ppm <NUM> sender hol offer,1
ham,K.:)do it at evening da:)urgent:),kdo even daurgent,0
ham,Pansy! You've been living in a jungle for two years! Its my driving you should be more worried about!,pansy youve liv jungle two year driv should more worried,0
ham,Mm have some kanji dont eat anything heavy ok,mm some kanji dont eat anyth heavy ok,0
ham,Only if you promise your getting out as SOON as you can. And you'll text me in the morning to let me know you made it in ok.,on promise gett soon can youll text morn let know made ok,0
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,lol that different dont go try find every real life photo ever took,0
ham,I dont thnk its a wrong calling between us,dont thnk wrong call between us,0
ham,K ill drink.pa then what doing. I need srs model pls send it to my mail id pa.,k ill drinkpa then do need srs model pls send mail id pa,0
ham,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quite big leh drizzl can least run home,0
ham,I have 2 docs appointments next week.:/ I'm tired of them shoving stuff up me. Ugh why couldn't I have had a normal body?,<NUM> doc appointment next week im tired shov stuff up ugh why couldnt normal body,0
ham,Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,dun b sad over dun thk abt already concentrate ur other paper k,0
ham,"Greetings me, ! Consider yourself excused.",greeting consider yourself excused,0
ham,No drama Pls.i have had enough from you and family while i am struggling in the hot sun in a strange place.No reason why there should be an ego of not going 'IF NOT INVITED' when actually its necessity to go.wait for very serious reppurcussions.,no drama plsi enough fami struggl hot sun strange placeno reason why there should ego not go not invited when actual necessity gowait very seriou reppurcussion,0
ham,they released another Italian one today and it has a cosign option,released another italian one today cosign option,0
ham,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu should try figure how much money everyone gas alcohol jay try figure weed budget,0
spam,WINNER! As a valued network customer you hvae been selected to receive a å£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM,winner valued network customer hvae selected receive å<NUM> reward collect call <NUM> valid <NUM> hour on acl<NUM>pm,1
ham,HCL chennai requires FRESHERS for voice process.Excellent english needed.Salary upto  &lt;#&gt; .Call Ms.Suman  &lt;#&gt;  for Telephonic interview -via Indyarocks.com,hcl chennai requir fresher voice processexcellent english neededsalary upto ltgt call mssuman ltgt telephonic interview via indyarockscom,0
ham,Dai what this da.. Can i send my resume to this id.,dai da can send resume id,0
ham,"I know where the  &lt;#&gt;  is, I'll be there around 5",know where ltgt ill there around <NUM>,0
ham,Yup i've finished c Ì_ there...,yup ive finished c ì_ there,0
ham,Remember to ask alex about his pizza,remember ask alex pizza,0
ham,No da..today also i forgot..,no datoday also forgot,0
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry",ola would get back maybe not today ve told can direct link us gett car bid online arrange shipp get cut u partnership where u invest money shipp tak care restuwud b self reliant soon dnt worry,0
ham,Fwiw the reason I'm only around when it's time to smoke is that because of gas I can only afford to be around when someone tells me to be and that apparently only happens when somebody wants to light up,fwiw reason im on around when time smoke gas can on afford around when someone tell apparent on happen when somebody want light up,0
ham,"Hello, my boytoy! I made it home and my constant thought is of you, my love. I hope your having a nice visit but I can't wait till you come home to me ...*kiss*",hello boytoy made home constant thought love hope hav nice visit cant wait till come home kiss,0
ham,Congrats kano..whr s the treat maga?,congrat kanowhr s treat maga,0
ham,Who u talking about?,u talk,0
ham,Yup...,yup,0
ham,Ok...,ok,0
ham,"U wake up already? Wat u doing? U picking us up later rite? I'm taking sq825, reaching ard 7 smth 8 like dat. U can check e arrival time. C ya soon...",u wake up already wat u do u pick us up later rite im tak sq<NUM> reach ard <NUM> smth <NUM> like dat u can check e arrival time c ya soon,0
ham,Yunny i'm walking in citylink now Ì_ faster come down... Me very hungry...,yunny im walk citylink now ì_ faster come down very hungry,0
ham,Er yep sure. Props?,er yep sure prop,0
ham,"Hiya , have u been paying money into my account? If so, thanks. Got a pleasant surprise when i checked my balance -u c, i don't get statements 4 that acc",hiya u pay money into account so thank got pleasant surprise when checked balance u c dont get statement <NUM> acc,0
spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16,u won nokia <NUM> plu free digital camera u get when u win free auction take part send nokia <NUM> now pobox<NUM><NUM>tcrw<NUM> <NUM>,1
ham,Ok ill send you with in  &lt;DECIMAL&gt;  ok.,ok ill send ltdecimalgt ok,0
ham,Bognor it is! Should be splendid at this time of year.,bognor should splendid time year,0
ham,Yes.i'm in office da:),yesim office da,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john then john name joy father mandan,0
ham,Ok. I only ask abt e movie. U wan ktv oso?,ok on ask abt e movie u wan ktv oso,0
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends,misplaced number send text old number wonder why ive not heard year all best mcat got number atlanta friend,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar,dunno lei might b eatin wif fren ì_ wan eat then wait <NUM> ì_ lar,0
ham,"Sorry, I'll call later",sorry ill call later,0
spam,FREE entry into our å£250 weekly comp just send the word WIN to 80086 NOW. 18 T&C www.txttowin.co.uk,free entry into å<NUM> week comp just send word win <NUM> now <NUM> tc wwwtxttowincouk,1
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slow godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspl,0
ham,Do u noe how 2 send files between 2 computers?,u noe how <NUM> send fil between <NUM> computer,0
ham,"Mmmmm ... I loved waking to your words this morning ! I miss you too, my Love. I hope your day goes well and you are happy. I wait for us to be together again",mmmmm loved wak word morn miss too love hope day goe well happy wait us together again,0
ham,jay says he'll put in  &lt;#&gt;,jay say hell put ltgt,0
ham,Can you just come in for a sec? There's somebody here I want you to see,can just come sec ther somebody here want see,0
ham,So the sun is anti sleep medicine.,so sun anti sleep medicine,0
ham,What's happening with you. Have you gotten a job and have you begun registration for permanent residency,what happen gotten job begun registration permanent residency,0
ham,Yup ok...,yup ok,0
ham,Glad it went well :) come over at 11 then we'll have plenty of time before claire goes to work.,glad went well come over <NUM> then well plenty time before claire goe work,0
ham,Ok enjoy . R u there in home.,ok enjoy r u there home,0
ham,"Can you pls pls send me a mail on all you know about relatives coming to deliver here? All you know about costs, risks, benefits and anything else. Thanks.",can pls pls send mail all know relativ com deliver here all know cost risk benefit anyth else thank,0
ham,You do what all you like,all like,0
ham,That's y we haf to combine n c how lor...,that y haf combine n c how lor,0
ham,The monthly amount is not that terrible and you will not pay anything till 6months after finishing school.,month amount not terrible will not pay anyth till <NUM>month after finish school,0
ham,Hmmm:)how many players selected?,hmmmhow many player selected,0
ham,"They said if its gonna snow, it will start around 8 or 9 pm tonite! They are predicting an inch of accumulation.",said gonna snow will start around <NUM> <NUM> pm tonite predict inch accumulation,0
ham,I dont. Can you send it to me. Plus how's mode.,dont can send plu how mode,0
ham,Aiyo please Ì_ got time meh.,aiyo please ì_ got time meh,0
ham,Package all your programs well,package all program well,0
ham,"She is our sister.. She belongs 2 our family.. She is d hope of tomorrow.. Pray 4 her,who was fated 4 d Shoranur train incident. Lets hold our hands together &amp; fuelled by love &amp; concern prior 2 her grief &amp; pain. Pls join in dis chain &amp; pass it. STOP VIOLENCE AGAINST WOMEN.",sister belong <NUM> fami d hope tomorrow pray <NUM> herwho fated <NUM> d shoranur train incident let hold hand together amp fuelled love amp concern prior <NUM> grief amp pain pls join dis chain amp pass stop violence against women,0
ham,So are you guys asking that i get that slippers again or its gone with last year,so guy ask get slipper again gone last year,0
ham,Company is very good.environment is terrific and food is really nice:),company very goodenvironment terrific food real nice,0
spam,"Text82228>> Get more ringtones, logos and games from www.txt82228.com. Questions: info@txt82228.co.uk",text<NUM>>> get more rington logo gam wwwtxt<NUM>com question infotxt<NUM>couk,1
ham,Honestly i've just made a lovely cup of tea and promptly dropped my keys in it and then burnt my fingers getting them out!,honest ive just made love cup tea prompt dropped key then burnt finger gett,0
ham,Yup but not studying surfing lor. I'm in e lazy mode today.,yup not study surf lor im e lazy mode today,0
ham,Please sen :)my kind advice :-)please come here and try:-),please sen kind advice please come here try,0
ham,I'm done. C Ì_ there.,im done c ì_ there,0
ham,"Oh fine, I'll be by tonight",oh fine ill tonight,0
ham,ÌÏ give me some time to walk there.,ìï give some time walk there,0
ham,I'll reach in ard 20 mins ok...,ill reach ard <NUM> min ok,0
spam,"FreeMSG You have been awarded a FREE mini DIGITAL CAMERA, just reply SNAP to collect your prize! (quizclub Opt out? Stop 80122300p/wk SP:RWM Ph:08704050406)",freemsg awarded free mini digital camera just rep snap collect prize quizclub opt stop <NUM>pwk sprwm ph<NUM>,1
ham,Fuck babe ... What happened to you ? How come you never came back?,fuck babe happened how come never came back,0
spam,This message is brought to you by GMW Ltd. and is not connected to the,message brought gmw ltd not connected,1
ham,"Some friends want me to drive em someplace, probably take a while",some friend want drive em someplace probab take,0
ham,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,also thk too fast xy suggest one not u dun wan ok go <NUM> rain leh where got gd,0
ham,Are you still getting the goods.,still gett good,0
ham,And maybe some pressies,maybe some pressi,0
ham,"Yeah I am, so I'll leave maybe 7ish?",yeah so ill leave maybe <NUM>ish,0
ham,K..k..i'm also fine:)when will you complete the course?,kkim also finewhen will complete course,0
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '",under sea there lay rock rock there envelope envelope there paper paper there <NUM> word,0
ham,I told her I had a Dr appt next week. She thinks I'm gonna die. I told her its just a check. Nothing to be worried about. But she didn't listen.,told dr appt next week think im gonna die told just check noth worried didnt listen,0
ham,You in your room? I need a few,room need few,0
ham,I dont want to hear anything,dont want hear anyth,0
ham,Hey. For me there is no leave on friday. Wait i will ask my superior and tell you..,hey there no leave friday wait will ask superior tell,0
ham,Ultimately tor motive tui achieve korli.,ultimate tor motive tui achieve korli,0
ham,From 5 to 2 only my work timing.,<NUM> <NUM> on work tim,0
ham,Û_ and donÛ÷t worry weÛ÷ll have finished by march Û_ ish!,û_ donût worry weûll finished march û_ ish,0
ham,"The house is on the water with a dock, a boat rolled up with a newscaster who dabbles in jazz flute behind the wheel",house water dock boat rolled up newscaster dabbl jazz flute behind wheel,0
spam,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p",congrat <NUM> mobile <NUM>g videophon r your call <NUM> now videochat wid ur mat play java gam dload polyph music noline rentl bx<NUM> ip<NUM> <NUM>we <NUM>p,1
spam,Your next amazing xxx PICSFREE1 video will be sent to you enjoy! If one vid is not enough for 2day text back the keyword PICSFREE1 to get the next video.,next amaz xxx picsfree<NUM> video will sent enjoy one vid not enough <NUM>day text back keyword picsfree<NUM> get next video,1
ham,Now thats going to ruin your thesis!,now that go ruin thesi,0
ham,In sch but neva mind u eat 1st lor..,sch neva mind u eat <NUM>st lor,0
ham,Hey whats up? U sleeping all morning?,hey what up u sleep all morn,0
ham,Erm. I thought the contract ran out the4th of october.,erm thought contract ran the<NUM>th october,0
ham,I dunno until when... Lets go learn pilates...,dunno when let go learn pilat,0
spam,U are subscribed to the best Mobile Content Service in the UK for å£3 per ten days until you send STOP to 83435. Helpline 08706091795.,u subscribed best mobile content service uk å<NUM> per ten day send stop <NUM> helpline <NUM>,1
ham,Yup i'm elaborating on the safety aspects and some other issues..,yup im elaborat safety aspect some other issu,0
spam,"3 FREE TAROT TEXTS! Find out about your love life now! TRY 3 FOR FREE! Text CHANCE to 85555 16 only! After 3 Free, Msgs å£1.50 each",<NUM> free tarot text find love life now try <NUM> free text chance <NUM> <NUM> on after <NUM> free msg å<NUM><NUM> each,1
ham,"Goodmorning, today i am late for 1hr.",goodmorn today late <NUM>hr,0
ham,Hi happy birthday. Hi hi hi hi hi hi hi,hi happy birthday hi hi hi hi hi hi hi,0
ham,I will be outside office take all from there,will outside office take all there,0
ham,If you don't respond imma assume you're still asleep and imma start calling n shit,dont respond imma assume youre still asleep imma start call n shit,0
ham,"Aight, see you in a bit",aight see bit,0
ham,My superior telling that friday is leave for all other department except ours:)so it will be leave for you:)any way call waheed fathima hr and conform it:),superior tell friday leave all other department except oursso will leave youany way call waheed fathima hr conform,0
spam,Join the UK's horniest Dogging service and u can have sex 2nite!. Just sign up and follow the instructions. Txt ENTRY to 69888 now! Nyt.EC2A.3LP.msg@150p,join uks horniest dogg service u can sex <NUM>nite just sign up follow instruction txt entry <NUM> now nytec<NUM>a<NUM>lpmsg<NUM>p,1
ham,Lol I have to take it. member how I said my aunt flow didn't visit for 6 months? It's cause I developed ovarian cysts. Bc is the only way to shrink them.,lol take member how said aunt flow didnt visit <NUM> month cause developed ovarian cyst bc on way shrink,0
ham,Still work going on:)it is very small house.,still work go onit very small house,0
ham,"My friend just got here and says he's upping his order by a few grams (he's got $ &lt;#&gt; ), when can you get here?",friend just got here say hes upp order few gram hes got ltgt when can get here,0
ham,Tmr timin still da same wat cos i got lesson until 6...,tmr timin still da same wat cos got lesson <NUM>,0
ham,"ThatÛ÷s the thing with apes, u can fight to the death to keep something, but the minute they have it when u let go, thats it!",thatû th ape u can fight death keep someth minute when u let go that,0
spam,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,sunshine quiz wk q win top sony dvd player u know country liverpool played mid week txt ansr <NUM> å<NUM><NUM> sptyrone,1
ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans,no im not gonna able too late notice ill home few week anyway plan,0
ham,"Got fujitsu, ibm, hp, toshiba... Got a lot of model how to say...",got fujitsu ibm hp toshiba got lot model how say,0
ham,Okie... Thanx...,okie thanx,0
ham,"Gosh that , what a pain. Spose I better come then.",gosh pain spose better come then,0
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp do well,0
ham,Okie,okie,0
ham,So when you gonna get rimac access ,so when gonna get rimac access,0
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\""""",im arestaurant eat squid will <NUM><NUM> wanna dosometh late,0
ham,You call times job today ok umma and ask them to speed up,call tim job today ok umma ask speed up,0
ham,"\HELLO U.CALL WEN U FINISH WRK.I FANCY MEETIN UP WIV U ALL TONITE AS I NEED A BREAK FROM DABOOKS. DID 4 HRS LAST NITE+2 TODAY OF WRK!\""""",hello ucall wen u finish wrki fancy meetin up wiv u all tonite need break dabook <NUM> hrs last nite<NUM> today wrk,0
ham,R U &SAM P IN EACHOTHER. IF WE MEET WE CAN GO 2 MY HOUSE,r u sam p eachother meet can go <NUM> house,0
ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!,yeah lol lucki didnt starr role like,0
ham,Hello madam how are you ?,hello madam how,0
ham,"Awesome, text me when you're restocked",awesome text when youre restocked,0
ham,"As usual..iam fine, happy &amp; doing well..:)",usualiam fine happy amp do well,0
spam,Knock Knock Txt whose there to 80082 to enter r weekly draw 4 a å£250 gift voucher 4 a store of yr choice. T&Cs www.tkls.com age16 to stoptxtstopå£1.50/week,knock knock txt whose there <NUM> enter r week draw <NUM> å<NUM> gift voucher <NUM> store yr choice tcs wwwtklscom age<NUM> stoptxtstopå<NUM><NUM>week,1
ham,Yes. It's all innocent fun. O:-),yes all innocent fun o,0
ham,Thanks for sending this mental ability question..,thank send mental ability question,0
ham,"Sir, hope your day is going smoothly. i really hoped i wont have to bother you about this. I have some bills that i can't settle this month. I am out of all extra cash. I know this is a challenging time for you also but i have to let you know.",sir hope day go smooth real hoped wont bother some bill cant settle month all extra cash know challeng time also let know,0
ham,2marrow only. Wed at  &lt;#&gt;  to 2 aha.,<NUM>marrow on wed ltgt <NUM> aha,0
ham,I went to ur hon lab but no one is there.,went ur hon lab no one there,0
ham,I cant pick the phone right now. Pls send a message,cant pick phone right now pls send message,0
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!,hey pple<NUM> <NUM> <NUM> nightsexcellent location wif breakfast hamper,0
spam,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min,<forwarded <NUM>>hi mailbox messag sms alert <NUM> match please call back <NUM> retrieve messag match cc<NUM>pmin,1
ham,How come?,how come,0
ham,Lol! Nah wasn't too bad thanks. Its good to b home but its been quite a reality check. Hows ur day been? Did u do anything with website?,lol nah wasnt too bad thank good b home quite reality check how ur day u anyth website,0
ham,Ok lor...,ok lor,0
ham,I'm coming home 4 dinner.,im com home <NUM> dinner,0
ham,S da..al r above  &lt;#&gt;,s daal r above ltgt,0
spam,"FREE RING TONE just text \POLYS\"" to 87131. Then every week get a new tone. 0870737910216yrs only å£1.50/wk.""",free ring tone just text poly <NUM> then every week get new tone <NUM>yr on å<NUM><NUM>wk,1
ham,Unni thank you dear for the recharge..Rakhesh,unni thank dear rechargerakhesh,0
ham,I know I'm lacking on most of this particular dramastorm's details but for the most part I'm not worried about that,know im lack most particular dramastorm detail most part im not worried,0
ham,Haha... They cant what... At the most tmr forfeit... haha so how?,haha cant most tmr forfeit haha so how,0
ham,"Hey there! Glad u r better now. I hear u treated urself to a digi cam, is it good? We r off at 9pm. Have a fab new year, c u in coupla wks!",hey there glad u r better now hear u treated urself digi cam good r <NUM>pm fab new year c u coupla wks,0
ham,No way I'm going back there!,no way im go back there,0
spam,"URGENT! Your mobile No 077xxx WON a å£2,000 Bonus Caller Prize on 02/06/03! This is the 2nd attempt to reach YOU! Call 09066362206 ASAP! BOX97N7QP, 150ppm",urgent mobile no <NUM>xxx won å<NUM><NUM> bonu caller prize <NUM><NUM><NUM> <NUM>nd attempt reach call <NUM> asap box<NUM>n<NUM>qp <NUM>ppm,1
ham,I WILL CAL YOU SIR. In meeting,will cal sir meet,0
ham,"That's what I love to hear :V see you sundayish, then",that love hear v see sundayish then,0
ham,"Sorry da thangam, very very sorry i am held up with prasad.",sorry da thangam very very sorry held up prasad,0
ham,Tiwary to rcb.battle between bang and kochi.,tiwary rcbbattle between bang kochi,0
ham,Thank god they are in bed!,thank god bed,0
ham,No I don't have cancer. Moms making a big deal out of a regular checkup aka pap smear,no dont cancer mom mak big deal regular checkup aka pap smear,0
ham,Am in gobi arts college,gobi art college,0
ham,Why she wants to talk to me,why want talk,0
ham,Pandy joined 4w technologies today.he got job..,pandy joined <NUM>w technologi todayhe got job,0
spam,"You are guaranteed the latest Nokia Phone, a 40GB iPod MP3 player or a å£500 prize! Txt word: COLLECT to No: 83355! IBHltd LdnW15H 150p/Mtmsgrcvd18",guaranteed latest nokia phone <NUM>gb ipod mp<NUM> player å<NUM> prize txt word collect no <NUM> ibhltd ldnw<NUM>h <NUM>pmtmsgrcvd<NUM>,1
ham,"They can try! They can get lost, in fact. Tee hee",can try can get lost fact tee hee,0
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,hi just spoke maneesha v wed like know satisfied experience rep toll free yes no,0
ham,My friends use to call the same.,friend use call same,0
ham,"Sorry, I'll call later",sorry ill call later,0
ham,"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",em olowoyey uscedu great time argentina not sad secretary everyth bless,0
ham,"It,,s a taxt massage....tie-pos argh ok! Lool!",taxt massagetiepo argh ok lool,0
ham,"Hi, can i please get a  &lt;#&gt;  dollar loan from you. I.ll pay you back by mid february. Pls.",hi can please get ltgt dollar loan ill pay back mid february pls,0
ham,"You might want to pull out more just in case and just plan on not spending it if you can, I don't have much confidence in derek and taylor's money management",might want pull more just case just plan not spend can dont much confidence derek taylor money management,0
ham,Do you like shaking your booty on the dance floor?,like shak booty dance floor,0
ham,"Text me when you get off, don't call, my phones having problems",text when get dont call phon hav problem,0
ham,No need for the drug anymore.,no need drug anymore,0
ham,Sorry da:)i was thought of calling you lot of times:)lil busy.i will call you at noon..,sorry dai thought call lot timeslil busyi will call noon,0
ham,Its sarcasm.. .nt scarcasim,sarcasm nt scarcasim,0
ham,Great! I have to run now so ttyl!,great run now so ttyl,0
ham,Feel like trying kadeem again? :V,feel like try kadeem again v,0
ham,Dai  &lt;#&gt;  naal eruku.,dai ltgt naal eruku,0
ham,Not yet chikku..wat abt u?,not yet chikkuwat abt u,0
ham,Ok...,ok,0
ham,Want to finally have lunch today?,want final lunch today,0
ham,Do you know when dad will be back?,know when dad will back,0
spam,"Hello darling how are you today? I would love to have a chat, why dont you tell me what you look like and what you are in to sexy?",hello darl how today would love chat why dont tell look like sexy,1
spam,8007 FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W4 5WQ norm 150p/tone 16+,<NUM> free <NUM>st week no<NUM> nokia tone <NUM> ur mob every week just txt nokia <NUM> get txt tell ur mat wwwgetzedcouk pobox <NUM> w<NUM> <NUM>wq norm <NUM>ptone <NUM>,1
ham,He remains a bro amongst bros,remain bro amongst bro,0
ham,R u meeting da ge at nite tmr?,r u meet da ge nite tmr,0
ham,"* Was a nice day and, impressively, i was sensible, went home early and now feel fine. Or am i just boring?! When's yours, i can't remember.",nice day impressive sensible went home ear now feel fine just bor when your cant remember,0
ham,Why de. You looking good only:-)..,why de look good on,0
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp å£1.50/msg,wanna get laid <NUM>nite want real dogg location sent direct ur mobile join uks largest dogg network txt park <NUM> now nyt ec<NUM>a <NUM>lp å<NUM><NUM>msg,1
spam,we tried to contact you re your response to our offer of a new nokia fone and camcorder hit reply or call 08000930705 for delivery,tried contact re response offer new nokia fone camcorder hit rep call <NUM> delivery,1
ham,Yes. They replied my mail. I'm going to the management office later. Plus will in to bank later also.or on wednesday.,yes replied mail im go management office later plu will bank later alsoor wednesday,0
ham,"That's cool, I'll come by like  &lt;#&gt; ish",that cool ill come like ltgt ish,0
ham,Super msg da:)nalla timing.,super msg danalla tim,0
ham,"Good afternoon, my boytoy ... How are you feeling today ? Better I hope? Are you being my good boy? Are you my obedient, slave? Do you please your Queen?",good afternoon boytoy how feel today better hope be good boy obedient slave please queen,0
ham,I am 6 ft. We will be a good combination!,<NUM> ft will good combination,0
ham,I'm sick !! I'm needy !! I want you !! *pouts* *stomps feet* Where are you ?! *pouts* *stomps feet* I want my slave !! I want him now !!,im sick im needy want pout stomp feet where pout stomp feet want slave want now,0
ham,* Am on a train back from northampton so i'm afraid not!,train back northampton so im afraid not,0
ham,Where in abj are you serving. Are you staying with dad or alone.,where abj serv stay dad alone,0
ham,Was playng 9 doors game and gt racing on phone lol,playng <NUM> door game gt rac phone lol,0
